botid, date, time, press, pn, 
2440200510, 080112, 011947,  100.4,  0.283,
2440200509, 080112, 011833,  125.5,  0.252,
2440200508, 080112, 011706,  150.4,  0.156,
2440200507, 080112, 011547,  175.4,  0.134,
2440200506, 080112, 011416,  200.7,  0.097,
2450200421, 081812, 013740,    5.6,  0.345,
2450200419, 081812, 013548,   24.8,  0.339,
2450200417, 081812, 013412,   45.3,  0.340,
2450200415, 081812, 013206,   75.3,  0.327,
2450200413, 081812, 013007,  100.2,  0.301,
2450200411, 081812, 012806,  125.2,  0.243,
2450200410, 081812, 012611,  150.2,  0.181,
2450200407, 081812, 012411,  175.5,  0.111,
2450200406, 081812, 012235,  200.8,  0.119,
2460200421, 091512, 021335,    7.6,  0.304,
2460200419, 091512, 021219,   25.6,  0.303,
2460200417, 091512, 021114,   44.6,  0.350,
2460200416, 091512, 021013,   75.2,  0.317,
2460200413, 091512, 020859,  100.4,  0.335,
2460200411, 091512, 020759,  125.5,  0.305,
2460200409, 091512, 020655,  150.6,  0.173,
2460200407, 091512, 020529,  174.7,  0.156,
2470200419, 100812, 011605,    5.5,  0.287,
2470200418, 100812, 011410,   25.3,  0.293,
2470200417, 100812, 011250,   45.4,  0.306,
2470200416, 100812, 011120,   75.5,  0.315,
2470200415, 100812, 010940,  100.3,  0.285,
2470200414, 100812, 010810,  124.8,  0.194,
2470200413, 100812, 010640,  150.0,  0.129,
2470200412, 100812, 010510,  175.3,  0.094,
2470200410, 100812, 010340,  200.0,  0.084,
2480200423, 120412, 035027,    6.7,  0.258,
2480200419, 120412, 034756,   26.3,  0.274,
2480200417, 120412, 034606,   46.4,  0.248,
2480200415, 120412, 034221,   75.6,  0.315,
2480200411, 120412, 033901,  124.4,  0.176,
2480200409, 120412, 033722,  151.6,  0.105,
2480200407, 120412, 033536,  176.4,  0.092,
2480200406, 120412, 033331,  201.4,  0.095,
2490200422, 021313, 014037,    7.3,  0.343,
2490200420, 021313, 013647,   24.8,  0.342,
2490200418, 021313, 013507,   45.0,  0.336,
2490200416, 021313, 013246,   75.7,  0.282,
2490200414, 021313, 013057,  100.2,  0.256,
2490200412, 021313, 012857,  126.7,  0.258,
2490200410, 021313, 012707,  149.9,  0.140,
2490200408, 021313, 012457,  175.7,  0.100,
2490200406, 021313, 012248,  200.0,  0.107,
2500200524, 030713, 010127,    5.9,  0.248,
2500200521, 030713, 005827,   25.4,  0.267,
2500200519, 030713, 005647,   45.2,  0.283,
2500200515, 030713, 005257,  101.2,  0.311,
2500200513, 030713, 005117,  124.7,  0.263,
2500200510, 030713, 004937,  150.1,  0.253,
2500200508, 030713, 004757,  175.8,  0.161,
2500200506, 030713, 004616,  201.3,  0.131,
2510200522, 040613, 040246,    5.3,  0.319,
2510200520, 040613, 040106,   26.1,  0.293,
2510200519, 040613, 035926,   45.8,  0.300,
2510200518, 040613, 035726,   75.7,  0.284,
2510200517, 040613, 035536,  101.0,  0.258,
2510200515, 040613, 035325,  124.9,  0.203,
2510200513, 040613, 035116,  150.2,  0.144,
2510200511, 040613, 034915,  175.8,  0.135,
2510200509, 040613, 034706,  200.9,  0.125,
2520200524, 051813, 015518,    7.3,  0.277,
2520200521, 051813, 015028,   23.7,  0.306,
2520200519, 051813, 014828,   45.5,  0.314,
2520200517, 051813, 014618,   75.8,  0.285,
2520200515, 051813, 014418,  101.5,  0.294,
2520200512, 051813, 014118,  125.7,  0.261,
2530200516, 062613, 011848,    7.1,  0.302,
2530200514, 062613, 011618,   25.9,  0.305,
2530200513, 062613, 011448,   45.9,  0.326,
2530200512, 062613, 011307,   75.5,  0.285,
2530200511, 062613, 011138,  101.1,  0.298,
2530200509, 062613, 010928,  125.4,  0.233,
2530200508, 062613, 010808,  150.3,  0.185,
2530200507, 062613, 010648,  175.5,  0.117,
2530200506, 062613, 010528,  200.3,  0.083,
2540200414, 091213, 014033,   11.0,  0.377,
2540200412, 091213, 013620,   45.0,  0.360,
2540200411, 091213, 013430,   74.7,  0.277,
2540200410, 091213, 013255,   99.8,  0.225,
2540200409, 091213, 013115,  125.5,  0.160,
2540200408, 091213, 012940,  151.6,  0.107,
2540200406, 091213, 012650,  200.8,  0.086,
2550200422, 100213, 014759,    7.9,  0.396,
2550200421, 100213, 014353,   25.4,  0.401,
2550200420, 100213, 014203,   45.7,  0.410,
2550200419, 100213, 013947,   76.5,  0.412,
2550200418, 100213, 013752,  100.1,  0.276,
2550200417, 100213, 013613,  125.0,  0.211,
2550200416, 100213, 013443,  150.3,  0.131,
2550200415, 100213, 013303,  175.2,  0.099,
2550200413, 100213, 013123,  200.5,  0.095,
2560200422, 102813, 013946,    7.7,  0.365,
2560200421, 102813, 013656,   25.3,  0.363,
2560200420, 102813, 013515,   45.4,  0.334,
2560200419, 102813, 013315,   75.1,  0.352,
2560200418, 102813, 013135,  100.0,  0.256,
2560200417, 102813, 013015,  124.9,  0.181,
2560200416, 102813, 012855,  150.7,  0.123,
2560200415, 102813, 012725,  175.1,  0.108,
2560200413, 102813, 012545,  200.4,  0.164,
2570200418, 112713, 011828,    7.1,  0.352,
2570200414, 112713, 011518,   25.1,  0.333,
2570200412, 112713, 011347,   45.1,  0.333,
2570200411, 112713, 011217,   74.3,  0.318,
2570200409, 112713, 010927,  125.4,  0.205,
2570200408, 112713, 010808,  150.6,  0.118,
2570200407, 112713, 010657,  174.9,  0.110,
2570200406, 112713, 010537,  200.1,  0.120,
2580200414, 122113, 020659,    8.1,  0.226,
2580200413, 122113, 020500,   25.5,  0.288,
2580200412, 122113, 020314,   46.3,  0.406,
2580200411, 122113, 020104,   75.6,  0.265,
2580200410, 122113, 015914,   99.7,  0.213,
2580200409, 122113, 015744,  125.7,  0.135,
2580200408, 122113, 015619,  148.6,  0.097,
2580200407, 122113, 015504,  175.2,  0.090,
2590200424, 011614, 020153,    8.0,  0.286,
2590200417, 011614, 015923,   25.8,  0.286,
2590200416, 011614, 015802,   45.1,  0.283,
2590200415, 011614, 015622,   75.3,  0.264,
2590200414, 011614, 015442,  100.5,  0.277,
2590200413, 011614, 015303,  126.0,  0.281,
2590200412, 011614, 015142,  150.6,  0.139,
2590200411, 011614, 015002,  175.2,  0.153,
2590200408, 011614, 014812,  200.0,  0.092,
2600200414, 021514, 021442,    6.2,  0.265,
2600200413, 021514, 021212,   26.0,  0.278,
2600200411, 021514, 020751,   76.1,  0.321,
2600200410, 021514, 020603,  100.7,  0.245,
2600200409, 021514, 020408,  127.0,  0.189,
2600200408, 021514, 020232,  150.7,  0.137,
2600200407, 021514, 020050,  175.9,  0.125,
2600200406, 021514, 015830,  202.6,  0.078,
2610200413, 030614, 014002,    5.3,  0.286,
2610200412, 030614, 013831,   25.0,  0.340,
2610200411, 030614, 013707,   46.4,  0.305,
2610200410, 030614, 013542,   76.1,  0.331,
2610200409, 030614, 013401,  100.1,  0.315,
2610200408, 030614, 013131,  150.8,  0.117,
2610200406, 030614, 012832,  200.4,  0.080,
2630200314, 060114, 010950,    4.8,  0.384,
2630200313, 060114, 010805,   26.3,  0.345,
2630200312, 060114, 010635,   44.3,  0.339,
2630200311, 060114, 010450,   75.1,  0.284,
2630200310, 060114, 010305,   99.1,  0.300,
2630200309, 060114, 010135,  125.0,  0.263,
2630200308, 060114, 005950,  154.6,  0.137,
2630200307, 060114, 005805,  174.9,  0.105,
2630200306, 060114, 005626,  199.3,  0.084,
2640200420, 070114, 013703,    4.9,  0.354,
2640200419, 070114, 013528,   24.7,  0.379,
2640200418, 070114, 013414,   44.5,  0.354,
2640200416, 070114, 013140,   75.0,  0.326,
2640200414, 070114, 012958,  100.1,  0.275,
2640200413, 070114, 012838,  125.7,  0.294,
2640200412, 070114, 012714,  150.4,  0.184,
2640200411, 070114, 012558,  175.4,  0.129,
2640200409, 070114, 012424,  200.4,  0.094,
2650200421, 091514, 010947,    5.0,  0.378,
2650200418, 091514, 010713,   23.4,  0.351,
2650200416, 091514, 010550,   45.2,  0.347,
2650200414, 091514, 010418,   75.4,  0.372,
2650200412, 091514, 010254,  100.1,  0.277,
2650200410, 091514, 010135,  124.8,  0.197,
2650200408, 091514, 005953,  150.3,  0.129,
2650200407, 091514, 005818,  174.8,  0.152,
2650200406, 091514, 005639,  200.3,  0.106,
2660200422, 101414, 013752,    7.1,  0.469,
2660200420, 101414, 013524,   25.4,  0.392,
2660200417, 101414, 013124,   75.1,  0.342,
2660200416, 101414, 012945,  100.4,  0.279,
2660200414, 101414, 012805,  124.5,  0.199,
2660200412, 101414, 012525,  175.2,  0.177,
2660200411, 101414, 012351,  201.2,  0.236,
2670200422, 112214, 012756,    7.8,  0.381,
2670200420, 112214, 012547,   24.8,  0.403,
2670200419, 112214, 012411,   45.3,  0.390,
2670200417, 112214, 012146,   75.6,  0.326,
2670200416, 112214, 012001,  100.0,  0.319,
2670200414, 112214, 011751,  125.3,  0.201,
2670200413, 112214, 011622,  150.8,  0.149,
2670200412, 112214, 011452,  175.1,  0.173,
2670200411, 112214, 011321,  200.5,  0.278,
2680200417, 121714, 031434,    7.4,  0.280,
2680200415, 121714, 031304,   23.9,  0.314,
2680200413, 121714, 031138,   45.2,  0.284,
2680200411, 121714, 030949,   74.0,  0.295,
2680200410, 121714, 030819,   99.7,  0.327,
2680200409, 121714, 030719,  123.5,  0.236,
2680200408, 121714, 030613,  149.7,  0.125,
2680200407, 121714, 030508,  173.7,  0.106,
2680200406, 121714, 030403,  199.1,  0.123,
2690200423, 022515, 021110,    5.0,  0.327,
2690200421, 022515, 020921,   25.1,  0.339,
2690200416, 022515, 020656,   44.5,  0.409,
2690200413, 022515, 020421,   75.9,  0.318,
2690200411, 022515, 020206,  103.4,  0.377,
2690200409, 022515, 015951,  124.5,  0.269,
2690200408, 022515, 015810,  148.8,  0.178,
2690200407, 022515, 015626,  175.2,  0.105,
2690200406, 022515, 015426,  200.3,  0.088,
2700200717, 033015, 160911,    4.6,  0.293,
2700200715, 033015, 160800,   25.0,  0.318,
2700200713, 033015, 160645,   45.3,  0.300,
2700200711, 033015, 160531,   73.9,  0.282,
2700200710, 033015, 160426,   99.5,  0.298,
2700200709, 033015, 160316,  125.3,  0.263,
2700200708, 033015, 160211,  148.4,  0.182,
2700200707, 033015, 160106,  174.4,  0.134,
2700200706, 033015, 155958,  200.1,  0.112,
2710200417, 042215, 015239,    7.6,  0.333,
2710200415, 042215, 015054,   25.8,  0.343,
2710200411, 042215, 014634,   75.3,  0.356,
2710200410, 042215, 014446,  101.0,  0.370,
2710200409, 042215, 014259,  124.9,  0.319,
2710200408, 042215, 014115,  149.8,  0.184,
2710200407, 042215, 013940,  175.7,  0.141,
2710200406, 042215, 013809,  201.1,  0.091,
2720200520, 052415, 013539,    7.5,  0.361,
2720200515, 052415, 013141,   24.9,  0.335,
2720200513, 052415, 012951,   46.2,  0.329,
2720200511, 052415, 012751,   74.7,  0.345,
2720200510, 052415, 012551,  100.2,  0.294,
2720200509, 052415, 012336,  126.4,  0.341,
2720200508, 052415, 012151,  150.7,  0.167,
2720200507, 052415, 012002,  173.2,  0.139,
2720200506, 052415, 011836,  199.9,  0.116,
2730200517, 062015, 013257,    6.3,  0.310,
2730200515, 062015, 013057,   25.3,  0.338,
2730200513, 062015, 012922,   44.4,  0.398,
2730200511, 062015, 012727,   75.7,  0.347,
2730200510, 062015, 012558,   99.7,  0.333,
2730200509, 062015, 012407,  125.7,  0.281,
2730200508, 062015, 012248,  150.0,  0.200,
2730200507, 062015, 012117,  175.6,  0.127,
2740200518, 072015, 012326,    6.6,  0.311,
2740200515, 072015, 012037,   26.4,  0.330,
2740200513, 072015, 011907,   45.0,  0.407,
2740200511, 072015, 011721,   75.7,  0.394,
2740200510, 072015, 011557,  100.2,  0.316,
2740200509, 072015, 011437,  125.4,  0.284,
2740200508, 072015, 011317,  149.9,  0.141,
2740200507, 072015, 011142,  175.9,  0.121,
2740200506, 072015, 011017,  200.9,  0.094,
2750200417, 081315, 012341,    4.7,  0.305,
2750200415, 081315, 012216,   25.4,  0.320,
2750200413, 081315, 012056,   44.9,  0.378,
2750200411, 081315, 011921,   75.3,  0.360,
2750200410, 081315, 011806,  100.6,  0.314,
2750200409, 081315, 011646,  125.6,  0.221,
2750200408, 081315, 011526,  150.5,  0.141,
2750200407, 081315, 011401,  174.7,  0.106,
2750200406, 081315, 011251,  199.7,  0.072,
2770200417, 101415, 013032,    4.9,  0.462,
2770200415, 101415, 012912,   24.9,  0.390,
2770200413, 101415, 012757,   44.6,  0.342,
2770200411, 101415, 012637,   74.7,  0.353,
2770200410, 101415, 012532,  100.3,  0.300,
2770200409, 101415, 012422,  124.9,  0.191,
2770200408, 101415, 012312,  150.0,  0.130,
2770200407, 101415, 012202,  175.0,  0.131,
2770200406, 101415, 012052,  200.6,  0.073,
2780200323, 111415, 011606,    4.9,  0.382,
2780200315, 111415, 011322,   25.9,  0.375,
2780200313, 111415, 011157,   46.9,  0.391,
2780200311, 111415, 011027,   76.1,  0.316,
2780200309, 111415, 010742,  125.9,  0.192,
2780200308, 111415, 010621,  150.8,  0.130,
2780200307, 111415, 010437,  175.7,  0.126,
2780200306, 111415, 010316,  200.5,  0.107,
2790200417, 120915, 012745,    6.4,  0.319,
2790200415, 120915, 012557,   25.4,  0.323,
2790200411, 120915, 012238,   76.5,  0.319,
2790200410, 120915, 012109,  100.1,  0.263,
2790200409, 120915, 011939,  125.5,  0.205,
2790200408, 120915, 011805,  149.4,  0.179,
2790200407, 120915, 011644,  175.6,  0.149,
2790200406, 120915, 011514,  200.5,  0.111,
