botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
1140201407, 042700, 074521,  124.9,   0.18,
1140201403, 042700, 074217,  175.7,   0.07,
1140210008, 042600, -00009,    5.0,   0.07,
1140210007, 042600, -00009,   25.0,   0.07,
1140210006, 042600, -00009,   45.0,   0.07,
1140210005, 042600, -00009,   75.0,   0.15,
1140210004, 042600, -00009,  100.0,   0.22,
1140210003, 042600, -00009,  125.0,   0.13,
1140210002, 042600, -00009,  150.0,   0.10,
1140210001, 042600, -00009,  175.0,   0.05,
1150200624, 052400, 075836,    4.9,   0.06,
1150200622, 052400, 075717,   15.1,   0.06,
1150200620, 052400, 075555,   25.1,   0.06,
1150200619, 052400, 075449,   35.0,   0.07,
1150200617, 052400, 075335,   45.3,   0.07,
1150200616, 052400, 075224,   59.8,   0.08,
1150200615, 052400, 075120,   74.1,   0.11,
1150200614, 052400, 075018,   84.9,   0.13,
1150200613, 052400, 074918,   94.8,   0.16,
1150200612, 052400, 074814,  104.2,   0.16,
1150200611, 052400, 074713,  114.0,   0.23,
1150200610, 052400, 074605,  124.2,   0.25,
1150200609, 052400, 074506,  134.3,   0.23,
1150200608, 052400, 074357,  150.2,   0.23,
1150200606, 052400, 074150,  175.1,   0.12,
1150200604, 052400, 073930,  199.4,   0.04,
1150200719, 052400, 105559,    4.7,   0.06,
1150200717, 052400, 105410,   24.7,   0.06,
1150200715, 052400, 105239,   44.9,   0.07,
1150200713, 052400, 105057,   74.6,   0.10,
1150200711, 052400, 104919,   99.7,   0.14,
1150200709, 052400, 104745,  124.1,   0.21,
1150200707, 052400, 104612,  149.6,   0.21,
1150200705, 052400, 104429,  176.7,   0.07,
1150201119, 052500, 105112,    5.2,   0.05,
1150201117, 052500, 104943,   24.7,   0.05,
1150201115, 052500, 104805,   45.0,   0.06,
1150201113, 052500, 104621,   74.5,   0.10,
1150201111, 052500, 104447,   99.1,   0.16,
1150201109, 052500, 104259,  125.1,   0.27,
1150201107, 052500, 104122,  150.3,   0.15,
1150201105, 052500, 103940,  175.3,   0.06,
1150210007, 052500, -00009,   25.0,   0.05,
1150210006, 052500, -00009,   45.0,   0.07,
1160200722, 062100, 080017,    4.6,   0.17,
1160200721, 062100, 075852,   14.4,   0.30,
1160200719, 062100, 075731,   24.7,   0.44,
1160200718, 062100, 075628,   34.3,   0.39,
1160200717, 062100, 075526,   44.4,   0.43,
1160200716, 062100, 075415,   59.7,   0.12,
1160200715, 062100, 075255,   74.8,   0.14,
1160200714, 062100, 075137,   84.8,   0.15,
1160200713, 062100, 075032,   94.4,   0.19,
1160200712, 062100, 074927,  104.1,   0.21,
1160200711, 062100, 074822,  115.0,   0.23,
1160200710, 062100, 074717,  124.9,   0.19,
1160200709, 062100, 074612,  134.4,   0.22,
1160200708, 062100, 074507,  149.8,   0.16,
1160200706, 062100, 074307,  174.5,   0.11,
1160200917, 062100, 134841,    5.0,   0.23,
1160200915, 062100, 134730,   24.6,   0.48,
1160200913, 062100, 134620,   45.4,   0.12,
1160200911, 062100, 134455,   75.6,   0.15,
1160200909, 062100, 134350,   99.7,   0.21,
1160200907, 062100, 134246,  124.9,   0.15,
1160200905, 062100, 134130,  149.8,   0.09,
1160200903, 062100, 134020,  174.5,   0.03,
1160201510, 062200, 074655,    4.1,   0.20,
1160201509, 062200, 074546,   24.5,   0.10,
1160201508, 062200, 074445,   35.0,   0.33,
1160201507, 062200, 074317,   74.7,   0.16,
1160201506, 062200, 074207,   99.7,   0.22,
1160201505, 062200, 074054,  125.2,   0.19,
1160201504, 062200, 073941,  150.5,   0.11,
1160201503, 062200, 073826,  176.5,   0.06,
1160210007, 062100, -00009,   25.0,   0.33,
1160210006, 062100, -00009,   45.0,   0.17,
1170200522, 072600, 080738,    4.5,   0.17,
1170200521, 072600, 080604,   14.4,   0.12,
1170200519, 072600, 080434,   23.4,   0.14,
1170200518, 072600, 080320,   34.3,   0.15,
1170200517, 072600, 080206,   45.0,   0.20,
1170200516, 072600, 080040,   59.1,   0.28,
1170200515, 072600, 075924,   75.1,   0.18,
1170200514, 072600, 075804,   85.3,   0.20,
1170200513, 072600, 075650,   94.7,   0.19,
1170200512, 072600, 075532,  106.0,   0.25,
1170200511, 072600, 075242,  114.1,   0.20,
1170200510, 072600, 075132,  124.4,   0.18,
1170200509, 072600, 075024,  134.0,   0.15,
1170200508, 072600, 074908,  150.1,   0.09,
1170200506, 072600, 074648,  174.7,   0.03,
1170200504, 072600, 074422,  199.6,   0.02,
1170200723, 072600, 135350,    4.6,   0.14,
1170200721, 072600, 135211,   24.8,   0.15,
1170200719, 072600, 135101,   44.3,   0.19,
1170200717, 072600, 134921,   74.2,   0.17,
1170200716, 072600, 134815,  100.0,   0.22,
1170200713, 072600, 134640,  125.5,   0.17,
1170200711, 072600, 134521,  149.3,   0.08,
1170200709, 072600, 134406,  173.9,   0.04,
1170201214, 072700, 075137,    4.8,   0.15,
1170201212, 072700, 074958,   24.8,   0.15,
1170201211, 072700, 074841,   45.1,   0.19,
1170201210, 072700, 074711,   74.9,   0.23,
1170201209, 072700, 074540,   99.5,   0.20,
1170201208, 072700, 074415,  123.9,   0.13,
1170201206, 072700, 074225,  150.7,   0.08,
1170201204, 072700, 074035,  175.1,   0.04,
1170210007, 072600, -00009,   25.0,   0.15,
1170210006, 072600, -00009,   45.0,   0.19,
1180200722, 082300, 065625,    5.0,   0.10,
1180200721, 082300, 065521,   15.2,   0.10,
1180200719, 082300, 065409,   24.9,   0.10,
1180200718, 082300, 065312,   34.7,   0.10,
1180200717, 082300, 065214,   44.9,   0.10,
1180200716, 082300, 065114,   60.0,   0.19,
1180200715, 082300, 065010,   73.9,   0.19,
1180200714, 082300, 064905,   85.1,   0.23,
1180200713, 082300, 064758,   94.7,   0.20,
1180200712, 082300, 064652,  105.3,   0.19,
1180200711, 082300, 064548,  114.8,   0.15,
1180200710, 082300, 064447,  126.0,   0.09,
1180200709, 082300, 064347,  134.9,   0.08,
1180200708, 082300, 064238,  149.0,   0.05,
1180200706, 082300, 064031,  173.9,   0.02,
1180200910, 082300, 124916,    4.9,   0.09,
1180200909, 082300, 124754,   25.0,   0.10,
1180200908, 082300, 124645,   44.9,   0.10,
1180200907, 082300, 124524,   74.1,   0.21,
1180200906, 082300, 124409,   98.8,   0.18,
1180200905, 082300, 124250,  125.1,   0.09,
1180200904, 082300, 124101,  149.5,   0.05,
1180200903, 082300, 123937,  177.1,   0.01,
1180201614, 082400, 091931,    4.8,   0.08,
1180201612, 082400, 091801,   23.9,   0.08,
1180201611, 082400, 091744,   24.1,   0.08,
1180201610, 082400, 091631,   44.5,   0.09,
1180201608, 082400, 091402,   99.2,   0.23,
1180201606, 082400, 091235,  123.9,   0.16,
1180201604, 082400, 091109,  149.8,   0.07,
1180201602, 082400, 090939,  174.8,   0.03,
1180210007, 082300, -00009,   25.0,   0.10,
1180210006, 082300, -00009,   45.0,   0.10,
1190200922, 101800, 155159,    4.6,   0.07,
1190200921, 101800, 155149,    4.6,   0.07,
1190200920, 101800, 155139,    4.7,   0.07,
1190200919, 101800, 155029,   24.9,   0.08,
1190200918, 101800, 155019,   24.9,   0.04,
1190200917, 101800, 155009,   24.9,   0.07,
1190200916, 101800, 154908,   45.0,   0.08,
1190200915, 101800, 154859,   45.0,   0.07,
1190200914, 101800, 154848,   45.0,   0.07,
1190200913, 101800, 154739,   74.3,   0.17,
1190200912, 101800, 154728,   74.2,   0.17,
1190200911, 101800, 154719,   74.1,   0.18,
1190200910, 101800, 154559,   98.9,   0.19,
1190200909, 101800, 154549,   98.9,   0.18,
1190200908, 101800, 154539,   98.9,   0.19,
1190200907, 101800, 154424,  125.4,   0.09,
1190200906, 101800, 154414,  125.4,   0.08,
1190200905, 101800, 154404,  125.3,   0.09,
1190200904, 101800, 154249,  147.9,   0.04,
1190200903, 101800, 154129,  176.2,   0.02,
1190201515, 101900, 095025,    4.6,   0.08,
1190201513, 101900, 094850,   24.2,   0.08,
1190201512, 101900, 094729,   44.8,   0.09,
1190201511, 101900, 094554,   75.0,   0.11,
1190201509, 101900, 094409,  100.6,   0.21,
1190201507, 101900, 094207,  124.7,   0.16,
1190201505, 101900, 094023,  150.4,   0.07,
1190201503, 101900, 093828,  175.5,   0.03,
1200200822, 113000, 125224,    4.8,   0.08,
1200200821, 113000, 125214,    4.7,   0.09,
1200200820, 113000, 125205,    4.7,   0.09,
1200200819, 113000, 125042,   25.2,   0.08,
1200200818, 113000, 125028,   25.1,   0.09,
1200200817, 113000, 125014,   25.1,   0.09,
1200200816, 113000, 124851,   45.0,   0.12,
1200200815, 113000, 124834,   45.0,   0.11,
1200200814, 113000, 124820,   44.9,   0.11,
1200200813, 113000, 124657,   74.3,   0.30,
1200200812, 113000, 124641,   74.2,   0.30,
1200200811, 113000, 124625,   74.4,   0.27,
1200200810, 113000, 124501,   98.8,   0.21,
1200200809, 113000, 124447,   99.2,   0.20,
1200200808, 113000, 124430,   99.1,   0.20,
1200200807, 113000, 124259,  123.7,   0.12,
1200200806, 113000, 124245,  123.8,   0.13,
1200200805, 113000, 124232,  123.9,   0.11,
1200200804, 113000, 124110,  149.0,   0.06,
1200200803, 113000, 123940,  171.8,   0.03,
1200201620, 120100, 111106,    4.4,   0.08,
1200201618, 120100, 110931,   23.9,   0.08,
1200201616, 120100, 110800,   44.1,   0.12,
1200201615, 120100, 110645,   59.1,   0.16,
1200201613, 120100, 110511,   73.7,   0.25,
1200201611, 120100, 110351,   84.6,   0.27,
1200201609, 120100, 110226,   99.9,   0.17,
1200201606, 120100, 105950,  124.4,   0.13,
1200201605, 120100, 105845,  134.6,   0.12,
1200201603, 120100, 105712,  148.7,   0.06,
1200201601, 120100, 105526,  174.5,   0.04,
1210200723, 122000, 064927,    4.5,   0.08,
1210200721, 122000, 064758,   24.5,   0.08,
1210200719, 122000, 064636,   44.6,   0.09,
1210200718, 122000, 064527,   59.7,   0.13,
1210200717, 122000, 064412,   74.8,   0.15,
1210200716, 122000, 064311,   83.6,   0.19,
1210200715, 122000, 064200,   99.8,   0.27,
1210200714, 122000, 064056,  114.8,   0.25,
1210200711, 122000, 063844,  124.7,   0.17,
1210200710, 122000, 063746,  135.1,   0.13,
1210200707, 122000, 063620,  149.0,   0.06,
1210200704, 122000, 063436,  174.8,   0.02,
1210200920, 122000, 130435,    5.0,   0.08,
1210200919, 122000, 130325,   24.4,   0.07,
1210200917, 122000, 130305,   24.3,   0.08,
1210200916, 122000, 130155,   42.9,   0.08,
1210200915, 122000, 130145,   43.2,   0.08,
1210200914, 122000, 130135,   43.1,   0.08,
1210200913, 122000, 130015,   73.4,   0.12,
1210200912, 122000, 130005,   73.6,   0.12,
1210200911, 122000, 125955,   73.7,   0.14,
1210200910, 122000, 125840,  101.4,   0.22,
1210200909, 122000, 125830,  101.0,   0.21,
1210200908, 122000, 125820,  100.4,   0.21,
1210200907, 122000, 125655,  121.0,   0.20,
1210200906, 122000, 125645,  121.1,   0.19,
1210200905, 122000, 125635,  122.2,   0.19,
1210200904, 122000, 125405,  150.4,   0.08,
1210200903, 122000, 125250,  174.5,   0.04,
1220200822, 011701, 125521,    3.7,   0.08,
1220200821, 011701, 125508,    3.8,   0.07,
1220200820, 011701, 125456,    3.7,   0.07,
1220200819, 011701, 125344,   23.5,   0.09,
1220200818, 011701, 125331,   23.5,   0.08,
1220200817, 011701, 125318,   23.4,   0.09,
1220200816, 011701, 125208,   44.0,   0.09,
1220200815, 011701, 125156,   44.0,   0.09,
1220200814, 011701, 125143,   44.0,   0.09,
1220200813, 011701, 125019,   73.3,   0.20,
1220200812, 011701, 125004,   73.3,   0.19,
1220200811, 011701, 124951,   73.5,   0.20,
1220200809, 011701, 124822,   99.7,   0.22,
1220200808, 011701, 124808,   99.5,   0.20,
1220200807, 011701, 124653,  123.9,   0.08,
1220200806, 011701, 124639,  123.6,   0.09,
1220200805, 011701, 124626,  123.4,   0.08,
1220200804, 011701, 124512,  148.0,   0.05,
1220200803, 011701, 124350,  174.8,   0.03,
1220201423, 011801, 074405,    4.4,   0.08,
1220201421, 011801, 074228,   23.3,   0.08,
1220201419, 011801, 074055,   42.8,   0.10,
1220201418, 011801, 073941,   58.5,   0.10,
1220201417, 011801, 073823,   75.3,   0.14,
1220201416, 011801, 073722,   84.0,   0.21,
1220201415, 011801, 073611,   99.2,   0.23,
1220201414, 011801, 073453,  113.9,   0.18,
1220201412, 011801, 073334,  123.5,   0.13,
1220201411, 011801, 073223,  134.0,   0.09,
1220201409, 011801, 073058,  148.6,   0.05,
1220201407, 011801, 072910,  175.7,   0.02,
1230200319, 021501, 031618,    4.2,   0.11,
1230200316, 021501, 031356,   25.0,   0.11,
1230200314, 021501, 031205,   43.9,   0.11,
1230200312, 021501, 031005,   73.8,   0.15,
1230200310, 021501, 030705,   99.1,   0.19,
1230200308, 021501, 030440,  123.2,   0.08,
1230200307, 021501, 030310,  151.3,   0.03,
1230200305, 021501, 030040,  173.8,   0.02,
1230200821, 021501, 215610,    4.2,   0.11,
1230200819, 021501, 215431,   24.6,   0.12,
1230200817, 021501, 215213,   45.6,   0.11,
1230200816, 021501, 215047,   60.6,   0.11,
1230200814, 021501, 214914,   73.4,   0.11,
1230200813, 021501, 214752,   84.8,   0.12,
1230200811, 021501, 214545,   99.2,   0.19,
1230200810, 021501, 214405,  115.8,   0.21,
1230200808, 021501, 214224,  119.9,   0.20,
1230200807, 021501, 214047,  135.7,   0.08,
1230200805, 021501, 213905,  152.6,   0.04,
1230200803, 021501, 213721,  174.8,   0.02,
1240200821, 032201, 005503,    3.9,   0.03,
1240200820, 032201, 005454,    4.0,   0.07,
1240200819, 032201, 005447,    3.9,   0.08,
1240200818, 032201, 005329,   23.8,   0.12,
1240200817, 032201, 005319,   23.8,   0.07,
1240200816, 032201, 005310,   23.8,   0.10,
1240200815, 032201, 005129,   44.0,   0.10,
1240200814, 032201, 005119,   44.0,   0.10,
1240200813, 032201, 005109,   44.0,   0.10,
1240200812, 032201, 004919,   75.8,   0.12,
1240200811, 032201, 004909,   75.7,   0.13,
1240200810, 032201, 004859,   75.4,   0.13,
1240200809, 032201, 004734,   98.9,   0.10,
1240200808, 032201, 004724,   98.6,   0.11,
1240200807, 032201, 004715,   98.9,   0.10,
1240200806, 032201, 004609,  123.8,   0.15,
1240200805, 032201, 004559,  123.6,   0.16,
1240200804, 032201, 004549,  123.7,   0.16,
1240200803, 032201, 004434,  148.4,   0.20,
1240200802, 032201, 004319,  173.7,   0.03,
1240201420, 032201, 190138,    4.7,   0.07,
1240201418, 032201, 190015,   24.6,   0.07,
1240201416, 032201, 185910,   43.9,   0.09,
1240201415, 032201, 185809,   59.5,   0.12,
1240201414, 032201, 185713,   73.9,   0.13,
1240201413, 032201, 185556,   83.7,   0.11,
1240201412, 032201, 185459,   99.4,   0.14,
1240201411, 032201, 185409,  114.4,   0.15,
1240201409, 032201, 185258,  123.5,   0.18,
1240201408, 032201, 185213,  133.8,   0.25,
1240201405, 032201, 185039,  149.0,   0.16,
1240201403, 032201, 184913,  174.5,   0.08,
1250200822, 041801, 124943,    3.9,   0.08,
1250200821, 041801, 124933,    3.9,   0.08,
1250200820, 041801, 124923,    3.9,   0.08,
1250200819, 041801, 124758,   23.7,   0.08,
1250200818, 041801, 124749,   23.6,   0.07,
1250200817, 041801, 124738,   23.6,   0.08,
1250200816, 041801, 124634,   43.3,   0.08,
1250200815, 041801, 124623,   43.3,   0.09,
1250200814, 041801, 124613,   43.3,   0.08,
1250200813, 041801, 124453,   74.0,   0.12,
1250200812, 041801, 124444,   73.9,   0.11,
1250200811, 041801, 124433,   73.8,   0.12,
1250200810, 041801, 124314,   99.3,   0.18,
1250200809, 041801, 124304,   98.9,   0.17,
1250200808, 041801, 124254,   98.7,   0.18,
1250200807, 041801, 124139,  123.1,   0.21,
1250200806, 041801, 124128,  123.4,   0.21,
1250200805, 041801, 124118,  123.4,   0.21,
1250200804, 041801, 124003,  148.7,   0.12,
1250200803, 041801, 123843,  173.0,   0.06,
1250201420, 041901, 065721,    3.5,   0.07,
1250201418, 041901, 065551,   23.7,   0.07,
1250201416, 041901, 065436,   44.1,   0.07,
1250201415, 041901, 065336,   58.2,   0.11,
1250201412, 041901, 065051,   82.8,   0.11,
1250201410, 041901, 064930,   98.3,   0.09,
1250201409, 041901, 064821,  113.8,   0.22,
1250201408, 041901, 064726,  122.4,   0.23,
1250201407, 041901, 064636,  133.2,   0.20,
1250201405, 041901, 064446,  148.2,   0.12,
1250201403, 041901, 064301,  173.8,   0.05,
1260200922, 051701, 125405,    4.9,   0.07,
1260200921, 051701, 125345,    4.9,   0.07,
1260200920, 051701, 125327,    4.8,   0.09,
1260200919, 051701, 125154,   24.6,   0.08,
1260200918, 051701, 125139,   24.7,   0.07,
1260200917, 051701, 125126,   24.7,   0.06,
1260200916, 051701, 125008,   44.6,   0.06,
1260200915, 051701, 124940,   44.7,   0.06,
1260200914, 051701, 124924,   44.8,   0.06,
1260200913, 051701, 124759,   74.5,   0.08,
1260200912, 051701, 124746,   74.4,   0.07,
1260200911, 051701, 124732,   74.5,   0.08,
1260200910, 051701, 124603,   98.9,   0.12,
1260200909, 051701, 124549,   98.9,   0.12,
1260200908, 051701, 124535,   98.8,   0.12,
1260200907, 051701, 124413,  124.1,   0.21,
1260200906, 051701, 124358,  124.1,   0.20,
1260200905, 051701, 124344,  124.1,   0.21,
1260200904, 051701, 124227,  150.3,   0.11,
1260200903, 051701, 123936,  176.9,   0.05,
1260201521, 051801, 065405,    5.3,   0.07,
1260201519, 051801, 065236,   24.9,   0.07,
1260201517, 051801, 065104,   44.8,   0.05,
1260201516, 051801, 064949,   59.4,   0.04,
1260201514, 051801, 064819,   74.7,   0.08,
1260201513, 051801, 064715,   84.3,   0.11,
1260201511, 051801, 064548,   99.1,   0.13,
1260201510, 051801, 064425,  115.1,   0.23,
1260201508, 051801, 064301,  124.2,   0.22,
1260201507, 051801, 064154,  134.7,   0.15,
1260201505, 051801, 064027,  149.5,   0.09,
1260201503, 051801, 063840,  174.5,   0.04,
1270200822, 061401, 125624,    4.0,   0.06,
1270200821, 061401, 125609,    4.0,   0.06,
1270200820, 061401, 125549,    3.9,   0.06,
1270200819, 061401, 125418,   23.6,   0.06,
1270200818, 061401, 125407,   23.5,   0.06,
1270200817, 061401, 125358,   23.5,   0.06,
1270200816, 061401, 125218,   44.1,   0.08,
1270200815, 061401, 125207,   44.1,   0.08,
1270200814, 061401, 125157,   44.1,   0.08,
1270200813, 061401, 125029,   73.4,   0.16,
1270200812, 061401, 125014,   73.4,   0.15,
1270200811, 061401, 125000,   73.4,   0.15,
1270200810, 061401, 124839,   98.8,   0.19,
1270200809, 061401, 124827,   99.3,   0.19,
1270200808, 061401, 124816,   99.4,   0.18,
1270200807, 061401, 124650,  123.3,   0.19,
1270200806, 061401, 124631,  122.6,   0.19,
1270200805, 061401, 124607,  122.7,   0.19,
1270200804, 061401, 124447,  148.7,   0.10,
1270200803, 061401, 124320,  173.7,   0.05,
1270201421, 061501, 065303,    4.1,   0.06,
1270201419, 061501, 065133,   24.2,   0.06,
1270201417, 061501, 065006,   44.2,   0.07,
1270201416, 061501, 064857,   59.0,   0.09,
1270201414, 061501, 064730,   74.2,   0.09,
1270201413, 061501, 064631,   83.6,   0.14,
1270201411, 061501, 064506,   99.0,   0.18,
1270201410, 061501, 064400,  113.5,   0.20,
1270201408, 061501, 064244,  123.8,   0.19,
1270201407, 061501, 064140,  133.8,   0.14,
1270201405, 061501, 063910,  149.2,   0.11,
1270201403, 061501, 063735,  173.6,   0.05,
1280200722, 071101, 124745,    4.3,   0.05,
1280200721, 071101, 124728,    4.3,   0.05,
1280200720, 071101, 124716,    4.3,   0.05,
1280200719, 071101, 124554,   23.7,   0.07,
1280200718, 071101, 124538,   23.7,   0.06,
1280200717, 071101, 124525,   23.7,   0.05,
1280200716, 071101, 124411,   44.8,   0.10,
1280200715, 071101, 124401,   44.9,   0.11,
1280200714, 071101, 124352,   44.7,   0.09,
1280200713, 071101, 124242,   73.8,   0.19,
1280200712, 071101, 124232,   73.8,   0.18,
1280200711, 071101, 124223,   73.9,   0.18,
1280200710, 071101, 124102,  100.6,   0.22,
1280200709, 071101, 124051,  100.3,   0.22,
1280200708, 071101, 124042,  100.2,   0.21,
1280200707, 071101, 123936,  124.2,   0.11,
1280200706, 071101, 123927,  124.0,   0.12,
1280200705, 071101, 123916,  123.7,   0.13,
1280200704, 071101, 123811,  148.7,   0.06,
1280200703, 071101, 123701,  175.1,   0.02,
1280201221, 071201, 065111,    4.2,   0.05,
1280201219, 071201, 064925,   24.2,   0.05,
1280201217, 071201, 064806,   43.7,   0.08,
1280201216, 071201, 064705,   59.5,   0.11,
1280201214, 071201, 064531,   73.7,   0.15,
1280201213, 071201, 064415,   84.4,   0.17,
1280201211, 071201, 064301,   99.0,   0.19,
1280201210, 071201, 064200,  114.0,   0.22,
1280201208, 071201, 064050,  124.7,   0.23,
1280201207, 071201, 064000,  134.2,   0.22,
1280201205, 071201, 063845,  149.6,   0.17,
1280201203, 071201, 063720,  174.5,   0.07,
